S No,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome ,CoapplicantIncome ,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1058,Male,No,0,Not Graduate,No,694000,0,800000,3,1,Urban,Y
1059,Female,No,1,Graduate,No,823000,0,1000000,2,1,Rural,N
1060,Male,Yes,3,Not Graduate,No,328000,300000,100000,6,1,Urban,Y
1061,Male,No,3,Not Graduate,No,485000,300000,700000,6,1,Semi-Rural,Y
1062,Female,No,0,Graduate,Yes,265000,200000,1000000,3,0,Rural,N
1063,Male,No,3,Not Graduate,No,879000,400000,300000,3,1,Semi-Rural,Y
1064,Male,Yes,0,Graduate,No,926000,300000,400000,5,1,Rural,Y
1065,Male,Yes,3,Graduate,No,472000,500000,900000,2,1,Rural,N
1066,Male,No,0,Graduate,Yes,382000,200000,300000,9,1,Semi-Rural,Y
1067,Male,Yes,3,Graduate,No,647000,400000,900000,9,1,Urban,Y
1068,Female,No,2,Graduate,No,753000,300000,500000,9,1,Urban,Y
1069,Male,Yes,2,Not Graduate,No,643000,400000,900000,10,0,Urban,Y
1070,Male,Yes,3,Not Graduate,No,333000,500000,900000,6,0,Urban,N
1071,Female,No,0,Not Graduate,Yes,643000,500000,700000,8,1,Urban,Y
1072,Male,Yes,1,Graduate,No,430000,500000,900000,6,1,Urban,Y
1073,Male,Yes,2,Graduate,No,264000,500000,600000,6,1,Rural,Y
1074,Female,No,3,Not Graduate,Yes,608000,400000,700000,4,0,Urban,Y
1075,Female,Yes,3,Not Graduate,No,365000,0,800000,8,1,Urban,Y
1076,Male,No,3,Not Graduate,No,740000,0,600000,6,0,Rural,Y
1077,Female,Yes,3,Graduate,No,436000,300000,900000,6,1,Urban,Y
1078,Male,No,1,Graduate,No,666000,300000,900000,6,1,Semi-Rural,Y
1079,Male,No,3,Not Graduate,No,945000,500000,300000,4,1,Urban,Y
1080,Female,No,0,Not Graduate,No,885000,400000,600000,10,1,Semi-Rural,Y
1081,Male,Yes,0,Graduate,No,288000,500000,1000000,10,1,Semi-Rural,Y
1082,Male,Yes,3,Graduate,No,647000,200000,700000,2,1,Semi-Rural,N
1083,Male,No,1,Graduate,No,895000,100000,600000,8,0,Urban,Y
1084,Male,Yes,2,Graduate,No,811000,100000,200000,2,1,Semi-Rural,Y
1085,Female,Yes,2,Graduate,No,545000,200000,400000,7,1,Urban,Y
1086,Female,No,1,Not Graduate,No,676000,200000,600000,8,1,Urban,Y
1087,Female,Yes,0,Graduate,No,697000,0,300000,9,1,Urban,Y
1088,Male,No,2,Graduate,No,449000,300000,700000,9,1,Urban,Y
1089,Male,No,2,Not Graduate,Yes,965000,400000,600000,3,1,Rural,Y
1090,Male,No,3,Graduate,No,989000,500000,700000,6,1,Rural,Y
1091,Male,No,1,Graduate,No,645000,300000,500000,2,1,Rural,Y
1092,Male,No,2,Graduate,No,989000,400000,100000,5,0,Semi-Rural,Y
1093,Female,Yes,0,Graduate,No,706000,400000,100000,5,1,Urban,Y
1094,Male,Yes,2,Not Graduate,No,812000,300000,200000,7,1,Rural,Y
1095,Female,No,1,Graduate,No,559000,200000,500000,4,1,Rural,Y
1096,Female,Yes,1,Graduate,No,905000,300000,200000,2,1,Rural,Y
1097,Male,Yes,0,Not Graduate,No,574000,100000,300000,2,1,Urban,Y
1098,Male,No,2,Not Graduate,No,803000,100000,700000,2,1,Rural,N
1099,Male,No,2,Not Graduate,No,964000,300000,900000,3,1,Rural,Y
1100,Male,Yes,3,Graduate,Yes,664000,200000,200000,9,1,Rural,Y
1101,Male,No,3,Not Graduate,No,303000,400000,700000,2,1,Semi-Rural,N
1102,Female,No,3,Not Graduate,No,712000,400000,100000,10,0,Urban,Y
1103,Male,Yes,3,Not Graduate,No,336000,100000,300000,6,1,#VALUE!,Y
1104,Male,Yes,2,Graduate,No,856000,300000,800000,2,1,Urban,N
1105,Male,No,2,Graduate,No,679000,400000,500000,6,1,Rural,Y
1106,Male,No,0,Not Graduate,No,991000,100000,100000,8,1,Rural,Y
1107,Male,No,2,Not Graduate,No,501000,200000,600000,7,1,Rural,Y
1108,Female,No,3,Not Graduate,No,756000,400000,400000,8,1,Urban,Y
1109,Male,No,2,Not Graduate,No,507000,400000,300000,8,1,Semi-Rural,Y
1110,Female,No,2,Not Graduate,No,444000,500000,600000,9,1,Rural,Y
1111,Female,No,0,Graduate,No,722000,200000,300000,7,1,Rural,Y
1112,Female,Yes,3,Not Graduate,No,681000,200000,600000,9,1,Rural,Y
1113,Female,No,3,Not Graduate,No,391000,100000,400000,7,1,Urban,Y
1114,Female,No,2,Graduate,No,359000,300000,900000,7,1,Rural,Y
1115,Female,No,2,Graduate,No,295000,300000,900000,3,1,Urban,N
1116,Female,No,3,Graduate,No,312000,100000,1000000,4,1,Urban,N
1117,Female,No,2,Graduate,No,812000,300000,900000,10,0,Rural,Y
1118,Male,No,0,Graduate,No,812000,500000,800000,10,1,Urban,Y
1119,Male,Yes,3,Not Graduate,No,448000,200000,400000,3,1,Semi-Rural,Y
1120,Male,Yes,1,Not Graduate,No,349000,100000,200000,8,1,Urban,Y
1121,Male,Yes,1,Not Graduate,No,438000,300000,400000,6,1,Rural,Y
1122,Male,Yes,0,Graduate,No,559000,300000,700000,9,1,Semi-Rural,Y
1123,Female,No,1,Graduate,No,443000,500000,800000,7,1,Urban,Y
1124,Male,Yes,1,Not Graduate,No,302000,100000,700000,8,1,Semi-Rural,Y
1125,Male,No,3,Not Graduate,No,432000,300000,900000,8,1,Urban,Y
1126,Male,No,0,Not Graduate,No,677000,0,1000000,3,1,Semi-Rural,N
1127,Male,No,1,Not Graduate,No,911000,300000,500000,3,0,Rural,Y
1128,Female,No,3,Not Graduate,No,563000,400000,500000,3,1,Urban,Y
1129,Male,No,2,Graduate,Yes,837000,200000,700000,8,1,Urban,Y
1130,Female,Yes,2,Graduate,No,636000,200000,100000,7,1,Semi-Rural,Y
1131,Female,No,3,Graduate,No,408000,400000,600000,4,1,Rural,Y
1132,Female,No,3,Not Graduate,No,722000,0,400000,7,1,Rural,Y
1133,Female,Yes,0,Not Graduate,No,562000,300000,100000,5,1,Rural,Y
1134,Male,No,1,Not Graduate,No,916000,500000,300000,8,1,Rural,Y
1135,Female,Yes,3,Graduate,Yes,271000,100000,200000,4,1,Rural,Y
1136,Female,No,0,Graduate,Yes,593000,500000,1000000,3,1,Semi-Rural,N
1137,Female,Yes,2,Graduate,No,945000,0,400000,5,1,Semi-Rural,Y
1138,Female,Yes,3,Not Graduate,No,596000,0,500000,9,1,Semi-Rural,Y
1139,Female,Yes,3,Graduate,No,526000,400000,100000,2,1,Urban,Y
1140,Female,Yes,0,Not Graduate,No,549000,300000,100000,7,1,Rural,Y
1141,Female,No,1,Not Graduate,No,779000,200000,600000,2,1,Rural,Y
1142,Female,Yes,0,Graduate,No,292000,0,800000,7,1,Semi-Rural,Y
1143,Male,Yes,1,Not Graduate,No,961000,200000,400000,9,1,Rural,Y
1144,Male,No,1,Not Graduate,Yes,856000,100000,1000000,8,1,Rural,Y
1145,Female,No,3,Not Graduate,No,373000,200000,400000,3,1,Urban,Y
1146,Female,No,0,Not Graduate,No,976000,100000,700000,6,1,Semi-Rural,Y
1147,Male,No,0,Not Graduate,No,588000,200000,900000,10,1,Urban,Y
1148,Male,Yes,3,Graduate,No,892000,500000,600000,10,1,#VALUE!,Y
1149,Female,No,0,Graduate,No,602000,500000,700000,4,1,Rural,Y
1150,Male,Yes,2,Not Graduate,No,770000,400000,600000,3,1,Urban,Y
1151,Male,Yes,3,Not Graduate,No,506000,400000,200000,6,0,Semi-Rural,Y
1152,Male,Yes,3,Not Graduate,No,706000,300000,1000000,9,1,Urban,Y
1153,Male,No,2,Graduate,No,595000,400000,400000,4,1,Rural,Y
1154,Female,Yes,3,Not Graduate,No,736000,100000,700000,2,1,Semi-Rural,N
1155,Female,Yes,1,Graduate,No,605000,400000,900000,3,1,Urban,N
1156,Female,No,1,Not Graduate,Yes,602000,300000,400000,9,0,Rural,Y
1157,Male,No,3,Not Graduate,Yes,954000,0,200000,7,1,Urban,Y
1158,Male,Yes,2,Not Graduate,No,677000,300000,300000,4,1,Semi-Rural,Y
1159,Male,Yes,1,Not Graduate,No,344000,100000,600000,8,1,Rural,Y
1160,Male,No,0,Not Graduate,No,269000,300000,100000,8,1,Rural,Y
1161,Female,Yes,3,Not Graduate,No,698000,400000,800000,10,1,Urban,Y
1162,Female,No,3,Not Graduate,No,325000,500000,200000,2,1,Rural,Y
1163,Female,Yes,2,Not Graduate,No,396000,0,900000,5,1,Rural,N
1164,Female,Yes,0,Not Graduate,No,416000,100000,300000,9,1,Semi-Rural,Y
1165,Female,No,3,Not Graduate,No,574000,400000,200000,9,1,Rural,Y
1166,Female,No,0,Not Graduate,No,999000,100000,500000,9,1,Rural,Y
1167,Female,Yes,1,Not Graduate,No,786000,400000,700000,4,1,Semi-Rural,Y
1168,Male,No,1,Not Graduate,No,919000,200000,100000,4,0,Urban,Y
1169,Male,Yes,2,Graduate,No,282000,0,900000,3,1,Rural,N
1170,Female,Yes,1,Graduate,No,667000,400000,1000000,10,1,Urban,Y
1171,Female,No,0,Graduate,No,815000,200000,800000,3,1,Rural,Y
1172,Female,No,1,Not Graduate,No,767000,200000,900000,8,1,Urban,Y
1173,Male,Yes,3,Not Graduate,No,491000,200000,600000,3,1,Rural,N
1174,Female,Yes,3,Not Graduate,No,277000,400000,200000,5,1,Urban,Y
1175,Male,No,1,Not Graduate,No,978000,200000,100000,7,1,Rural,Y
1176,Male,Yes,2,Not Graduate,No,786000,300000,900000,10,1,#VALUE!,Y
1177,Female,No,2,Graduate,No,788000,100000,900000,2,1,Semi-Rural,N
1178,Male,No,0,Graduate,No,742000,400000,200000,2,1,#VALUE!,Y
1179,Female,Yes,2,Graduate,No,770000,0,800000,10,1,Semi-Rural,Y
1180,Male,Yes,1,Not Graduate,No,581000,0,800000,9,1,Urban,Y
1181,Female,Yes,1,Not Graduate,No,988000,200000,1000000,8,1,Rural,Y
1182,Male,No,3,Not Graduate,No,446000,400000,400000,5,1,Urban,Y
1183,Male,No,3,Graduate,No,840000,500000,800000,7,0,Urban,Y
1184,Female,Yes,2,Graduate,No,646000,100000,800000,5,1,Urban,Y
1185,Male,No,1,Graduate,No,490000,500000,600000,4,1,Urban,Y
1186,Female,No,3,Graduate,No,334000,0,300000,9,1,Rural,Y
1187,Female,Yes,3,Not Graduate,No,350000,200000,900000,2,1,Urban,N
1188,Male,Yes,1,Not Graduate,No,743000,200000,500000,3,1,Urban,Y
1189,Female,Yes,1,Not Graduate,No,426000,400000,100000,7,1,Rural,Y
1190,Male,No,3,Not Graduate,Yes,964000,300000,600000,3,1,Urban,Y
1191,Female,No,3,Graduate,No,636000,500000,800000,6,1,Semi-Rural,Y
1192,Male,Yes,0,Graduate,Yes,745000,200000,600000,6,1,Rural,Y
1193,Male,No,0,Graduate,No,604000,0,400000,4,1,Rural,Y
1194,Male,No,0,Graduate,No,988000,200000,600000,10,1,Rural,Y
1195,Male,No,1,Not Graduate,No,785000,300000,300000,7,1,Semi-Rural,Y
1196,Female,Yes,1,Not Graduate,Yes,771000,100000,800000,9,1,Semi-Rural,Y
1197,Male,No,2,Graduate,Yes,668000,400000,500000,9,1,Urban,Y
1198,Female,No,1,Not Graduate,No,573000,200000,900000,9,1,Semi-Rural,Y
1199,Male,No,3,Not Graduate,No,732000,200000,100000,4,1,Rural,Y
1200,Male,Yes,3,Graduate,Yes,372000,400000,500000,10,0,Urban,Y
1201,Female,No,1,Graduate,No,875000,100000,600000,6,1,Rural,Y
1202,Female,Yes,3,Graduate,No,946000,200000,800000,2,0,Rural,N
1203,Female,No,2,Not Graduate,No,500000,500000,600000,9,0,Semi-Rural,Y
1204,Male,No,0,Not Graduate,No,550000,400000,700000,8,1,Urban,Y
1205,Female,No,2,Not Graduate,No,642000,100000,500000,6,1,Semi-Rural,Y
1206,Male,No,3,Not Graduate,No,874000,500000,700000,9,1,Urban,Y
1207,Female,No,3,Graduate,No,517000,200000,200000,5,1,Rural,Y
1208,Male,No,1,Not Graduate,No,787000,400000,1000000,6,1,Semi-Rural,Y
1209,Male,No,0,Graduate,Yes,285000,200000,700000,9,1,Semi-Rural,Y
1210,Female,No,1,Not Graduate,Yes,702000,400000,400000,8,1,Semi-Rural,Y
1211,Female,Yes,0,Graduate,No,534000,200000,400000,6,1,Urban,Y
1212,Male,Yes,0,Graduate,Yes,301000,200000,1000000,6,1,Urban,N
1213,Male,No,2,Graduate,No,932000,400000,500000,8,1,Semi-Rural,Y
1214,Female,Yes,2,Not Graduate,No,419000,0,100000,8,1,Rural,Y
1215,Male,No,1,Not Graduate,No,424000,200000,700000,10,0,Urban,Y
1216,Female,No,3,Graduate,No,462000,400000,300000,5,1,Semi-Rural,Y
1217,Male,No,2,Not Graduate,Yes,849000,500000,900000,7,1,Urban,Y
1218,Male,No,1,Graduate,No,971000,100000,200000,7,1,Semi-Rural,Y
1219,Female,Yes,2,Graduate,No,415000,300000,200000,6,1,Rural,Y
1220,Female,Yes,3,Graduate,Yes,903000,300000,900000,9,1,Rural,Y
1221,Male,No,1,Graduate,Yes,551000,300000,900000,6,1,Rural,Y
1222,Female,No,2,Graduate,No,906000,200000,200000,2,1,Rural,Y
1223,Female,Yes,1,Not Graduate,No,791000,200000,200000,3,1,Semi-Rural,Y
1224,Male,Yes,3,Not Graduate,No,796000,100000,500000,7,1,Rural,Y
1225,Male,No,3,Graduate,No,368000,100000,500000,10,1,Urban,Y
1226,Female,Yes,2,Not Graduate,No,846000,400000,300000,4,0,Semi-Rural,Y
1227,Male,Yes,0,Not Graduate,No,853000,200000,1000000,8,1,Urban,Y
1228,Male,Yes,3,Graduate,No,913000,500000,100000,7,1,Semi-Rural,Y
1229,Female,Yes,3,Not Graduate,No,732000,300000,300000,4,1,Urban,Y
1230,Male,No,2,Not Graduate,No,805000,200000,300000,8,1,Rural,Y
1231,Male,No,2,Graduate,No,317000,200000,500000,5,1,Urban,Y
1232,Male,Yes,3,Graduate,No,949000,200000,200000,4,1,Semi-Rural,Y
1233,Male,No,3,Not Graduate,No,627000,500000,500000,10,1,Rural,Y
1234,Male,No,2,Not Graduate,No,925000,200000,900000,5,1,Semi-Rural,Y
1235,Female,No,1,Not Graduate,No,673000,0,500000,4,1,Urban,Y
1236,Female,Yes,3,Graduate,No,986000,400000,1000000,3,1,Rural,Y
1237,Female,No,2,Not Graduate,Yes,474000,100000,500000,7,1,Urban,Y
1238,Female,No,0,Graduate,No,750000,200000,100000,7,1,Rural,Y
1239,Female,Yes,2,Not Graduate,No,277000,300000,1000000,10,1,Urban,Y
1240,Male,No,3,Graduate,No,486000,300000,500000,10,1,Rural,Y
1241,Female,No,0,Not Graduate,No,473000,300000,100000,3,1,Urban,Y
1242,Female,No,3,Graduate,No,729000,0,200000,2,1,#VALUE!,Y
1243,Male,No,2,Not Graduate,No,894000,200000,800000,3,0,Semi-Rural,Y
1244,Male,No,3,Graduate,Yes,331000,0,100000,2,1,Urban,Y
1245,Male,No,2,Graduate,No,471000,400000,700000,8,1,#VALUE!,Y
1246,Male,No,2,Not Graduate,No,708000,500000,1000000,9,1,Urban,Y
1247,Male,No,3,Graduate,No,348000,400000,700000,6,1,Urban,Y
1248,Female,Yes,1,Graduate,No,415000,400000,1000000,4,1,Rural,N
1249,Female,No,0,Not Graduate,No,456000,300000,600000,9,1,Urban,Y
1250,Female,Yes,1,Graduate,No,754000,400000,800000,9,1,Urban,Y
1251,Male,No,3,Not Graduate,No,367000,200000,300000,10,1,Urban,Y
1252,Female,No,1,Not Graduate,No,264000,200000,300000,7,1,Urban,Y
1253,Female,No,3,Graduate,No,696000,200000,700000,9,1,Semi-Rural,Y
1254,Male,Yes,2,Graduate,No,697000,0,900000,9,1,Urban,Y
1255,Male,Yes,3,Graduate,Yes,806000,200000,1000000,9,1,Rural,Y
1256,Male,Yes,3,Not Graduate,No,595000,300000,100000,6,1,Semi-Rural,Y
1257,Female,No,2,Graduate,No,391000,300000,700000,7,1,#VALUE!,Y
1258,Female,No,1,Graduate,No,735000,300000,800000,2,1,Semi-Rural,N
1259,Male,No,2,Graduate,No,479000,400000,800000,9,1,Urban,Y
1260,Male,No,2,Not Graduate,No,556000,200000,600000,6,0,Rural,Y
1261,Male,Yes,1,Graduate,No,712000,400000,600000,6,1,Rural,Y
1262,Male,Yes,2,Graduate,No,579000,100000,100000,3,1,Urban,Y
1263,Female,No,1,Not Graduate,No,854000,400000,400000,10,1,Urban,Y
1264,Female,Yes,3,Not Graduate,No,487000,500000,600000,5,1,Urban,Y
1265,Male,No,0,Graduate,No,854000,100000,600000,7,1,Rural,Y
1266,Female,No,3,Not Graduate,Yes,933000,300000,200000,8,1,#VALUE!,Y
1267,Female,No,2,Graduate,No,785000,200000,1000000,8,1,Semi-Rural,Y
1268,Male,No,0,Not Graduate,No,610000,100000,100000,2,1,Urban,Y
1269,Female,Yes,2,Not Graduate,No,394000,400000,600000,7,1,Urban,Y
1270,Male,Yes,0,Graduate,No,926000,200000,1000000,5,1,Rural,Y
1271,Male,Yes,2,Graduate,No,435000,200000,1000000,6,1,Urban,Y
1272,Male,Yes,2,Graduate,No,436000,400000,1000000,8,1,Rural,Y
1273,Female,Yes,3,Not Graduate,Yes,971000,100000,300000,9,0,Urban,Y
1274,Female,Yes,3,Graduate,Yes,511000,400000,900000,8,1,Semi-Rural,Y
1275,Female,Yes,2,Not Graduate,No,528000,100000,1000000,2,1,Urban,N
1276,Male,No,0,Graduate,No,536000,100000,800000,3,0,Urban,N
1277,Male,Yes,2,Not Graduate,No,460000,200000,300000,10,1,Semi-Rural,Y
1278,Female,No,2,Not Graduate,No,383000,200000,200000,9,1,Urban,Y
1279,Female,Yes,1,Not Graduate,No,747000,500000,900000,9,1,Urban,Y
1280,Female,No,2,Not Graduate,No,541000,100000,400000,6,1,Rural,Y
1281,Male,Yes,2,Not Graduate,No,338000,200000,900000,8,1,Urban,Y
1282,Female,No,1,Not Graduate,Yes,819000,400000,100000,5,0,Semi-Rural,Y
1283,Female,No,2,Not Graduate,No,488000,300000,1000000,9,1,Urban,Y
1284,Female,No,1,Not Graduate,No,526000,300000,800000,8,1,Semi-Rural,Y
1285,Male,No,3,Graduate,No,653000,200000,600000,6,1,Rural,Y
1286,Female,Yes,2,Graduate,No,615000,400000,700000,5,1,Urban,Y
1287,Female,No,0,Not Graduate,No,529000,100000,800000,3,1,Urban,N
1288,Female,No,3,Not Graduate,No,960000,300000,900000,2,1,Urban,N
1289,Male,Yes,3,Graduate,No,497000,200000,400000,9,1,Urban,Y
1290,Female,Yes,1,Graduate,No,784000,300000,900000,6,0,Semi-Rural,Y
1291,Male,No,3,Graduate,No,558000,0,800000,7,1,Semi-Rural,Y
1292,Female,Yes,2,Not Graduate,No,835000,200000,1000000,10,1,Rural,Y
1293,Female,No,2,Not Graduate,No,718000,0,200000,10,1,Semi-Rural,Y
1294,Male,No,1,Graduate,No,564000,500000,600000,9,1,Semi-Rural,Y
1295,Male,No,2,Graduate,No,552000,200000,200000,9,0,Urban,Y
1296,Female,Yes,1,Not Graduate,No,489000,500000,200000,5,1,Semi-Rural,Y
1297,Female,No,0,Graduate,No,465000,500000,300000,7,0,Semi-Rural,Y
1298,Male,No,1,Graduate,No,268000,100000,700000,8,1,Rural,Y
1299,Male,No,2,Graduate,No,750000,100000,300000,2,0,#VALUE!,Y
1300,Female,Yes,2,Not Graduate,No,967000,200000,600000,8,1,Semi-Rural,Y
1301,Female,Yes,1,Graduate,No,781000,0,100000,7,1,Rural,Y
1302,Male,No,2,Not Graduate,No,563000,300000,900000,7,1,Rural,Y
1303,Male,No,0,Not Graduate,No,959000,200000,800000,3,1,Urban,Y
1304,Female,Yes,2,Graduate,No,467000,100000,200000,9,0,Urban,Y
1305,Female,Yes,1,Not Graduate,No,713000,300000,1000000,9,1,Rural,Y
1306,Female,No,1,Not Graduate,No,462000,400000,900000,2,1,Urban,N
1307,Male,Yes,2,Graduate,No,965000,400000,200000,9,1,Rural,Y
1308,Female,No,0,Not Graduate,No,673000,0,200000,7,1,Rural,Y
1309,Female,Yes,3,Graduate,No,590000,400000,300000,8,1,Urban,Y
1310,Female,No,2,Graduate,No,827000,300000,800000,5,1,Urban,Y
1311,Male,No,0,Not Graduate,No,518000,400000,300000,6,1,Rural,Y
1312,Female,Yes,3,Graduate,No,628000,400000,300000,9,1,Rural,Y
1313,Male,No,1,Graduate,No,284000,0,300000,6,1,Urban,Y
1314,Male,No,0,Graduate,No,637000,300000,600000,5,1,Rural,Y
1315,Male,No,3,Not Graduate,No,294000,100000,900000,4,1,Urban,N
1316,Male,No,3,Graduate,No,645000,400000,800000,5,0,Semi-Rural,Y
1317,Male,No,0,Not Graduate,No,505000,300000,800000,8,1,Rural,Y
1318,Male,Yes,1,Not Graduate,No,943000,100000,300000,9,0,Rural,Y
1319,Male,Yes,0,Not Graduate,No,685000,0,200000,4,0,Urban,Y
1320,Female,Yes,1,Graduate,No,325000,300000,1000000,6,1,Semi-Rural,N
1321,Female,Yes,1,Graduate,No,831000,400000,100000,8,1,Urban,Y
1322,Male,Yes,0,Not Graduate,No,944000,300000,200000,4,1,Semi-Rural,Y
1323,Female,Yes,1,Not Graduate,No,413000,200000,200000,5,1,Rural,Y
1324,Female,Yes,2,Not Graduate,No,747000,300000,700000,3,1,Semi-Rural,Y
1325,Female,No,1,Graduate,No,562000,500000,900000,2,1,Urban,N
1326,Male,Yes,3,Not Graduate,No,432000,100000,100000,3,1,Rural,Y
1327,Female,Yes,2,Graduate,No,699000,400000,100000,7,0,Rural,Y
1328,Female,Yes,1,Not Graduate,No,755000,400000,500000,10,1,Urban,Y
1329,Male,No,3,Graduate,No,706000,300000,300000,10,1,Urban,Y
1330,Female,Yes,2,Not Graduate,No,264000,100000,300000,7,1,Rural,Y
1331,Female,No,2,Graduate,No,847000,500000,700000,9,1,Rural,Y
1332,Female,No,3,Not Graduate,No,932000,300000,600000,2,1,Semi-Rural,Y
1333,Male,No,3,Graduate,No,867000,400000,200000,6,1,Urban,Y
1334,Male,Yes,1,Graduate,No,576000,300000,1000000,7,0,Urban,Y
1335,Female,No,3,Graduate,No,347000,100000,500000,2,1,Rural,N
1336,Male,Yes,1,Graduate,No,437000,300000,100000,8,1,Semi-Rural,Y
1337,Male,Yes,1,Graduate,No,457000,300000,700000,4,1,Urban,Y
1338,Male,No,1,Graduate,No,839000,300000,400000,10,1,Rural,Y
1339,Female,No,2,Not Graduate,No,426000,300000,700000,6,1,Urban,Y
1340,Male,No,3,Not Graduate,No,365000,0,1000000,6,1,Rural,N
1341,Female,No,0,Graduate,No,290000,400000,800000,7,1,Rural,Y
1342,Female,Yes,2,Graduate,No,454000,200000,900000,9,1,Urban,Y
1343,Female,Yes,2,Not Graduate,No,877000,100000,300000,8,1,Rural,Y
1344,Female,No,2,Graduate,No,458000,500000,400000,8,1,Urban,Y
1345,Male,No,1,Graduate,No,973000,100000,300000,4,1,Semi-Rural,Y
1346,Female,No,0,Not Graduate,No,661000,500000,600000,7,1,Rural,Y
1347,Female,No,1,Graduate,No,867000,300000,600000,4,1,Urban,Y
1348,Male,No,0,Not Graduate,No,375000,200000,300000,3,1,Rural,Y
1349,Male,Yes,1,Not Graduate,No,756000,200000,700000,3,1,Rural,Y
1350,Male,No,2,Not Graduate,No,674000,400000,300000,10,1,Semi-Rural,Y
1351,Female,No,3,Graduate,No,677000,100000,200000,9,1,Urban,Y
1352,Female,No,1,Not Graduate,No,766000,400000,500000,10,1,Urban,Y
1353,Male,Yes,2,Graduate,No,258000,100000,700000,8,1,Rural,Y
1354,Female,Yes,1,Not Graduate,No,535000,200000,800000,10,1,Urban,Y
1355,Male,Yes,0,Not Graduate,No,274000,400000,800000,4,1,Semi-Rural,N
1356,Female,Yes,0,Graduate,No,393000,300000,200000,9,1,Urban,Y
1357,Male,Yes,2,Not Graduate,No,591000,100000,300000,9,1,Urban,Y
1358,Female,Yes,2,Graduate,Yes,770000,0,700000,10,1,Urban,Y
1359,Female,No,3,Not Graduate,No,574000,500000,800000,9,1,Rural,Y
1360,Female,No,3,Graduate,No,404000,0,600000,9,0,#VALUE!,Y
1361,Female,No,1,Not Graduate,No,361000,300000,600000,7,0,Urban,Y
1362,Female,No,1,Not Graduate,No,552000,400000,900000,3,1,Urban,N
1363,Female,Yes,1,Not Graduate,No,611000,500000,200000,7,1,Rural,Y
1364,Male,No,0,Graduate,No,965000,100000,100000,5,1,Rural,Y
1365,Male,Yes,2,Graduate,No,842000,100000,900000,8,1,Urban,Y
1366,Female,Yes,1,Graduate,Yes,570000,400000,100000,3,1,Urban,Y
1367,Male,Yes,2,Graduate,No,722000,300000,600000,6,1,Rural,Y
1368,Female,No,1,Graduate,No,903000,0,800000,8,1,#VALUE!,Y
1369,Male,Yes,0,Graduate,No,299000,400000,700000,7,1,Rural,Y
1370,Male,No,1,Not Graduate,No,253000,500000,900000,4,1,Rural,N
1371,Female,No,1,Graduate,No,371000,400000,400000,10,1,Rural,Y
1372,Male,Yes,3,Graduate,No,725000,400000,200000,2,1,Urban,Y
1373,Male,No,2,Not Graduate,No,892000,400000,900000,5,0,Semi-Rural,Y
1374,Female,No,2,Not Graduate,No,512000,400000,500000,6,1,Semi-Rural,Y
1375,Male,No,1,Not Graduate,Yes,729000,500000,100000,10,1,#VALUE!,Y
1376,Male,No,1,Not Graduate,No,412000,400000,1000000,2,1,Rural,N
1377,Female,No,1,Not Graduate,No,748000,300000,700000,2,1,Semi-Rural,N
1378,Female,No,2,Graduate,No,742000,200000,1000000,7,1,Urban,Y
1379,Male,Yes,2,Graduate,No,298000,400000,600000,4,1,Rural,N
1380,Male,Yes,1,Graduate,No,808000,300000,1000000,6,1,Rural,Y
1381,Male,No,3,Graduate,No,806000,400000,200000,2,0,Semi-Rural,Y
1382,Male,Yes,1,Not Graduate,No,764000,200000,200000,3,1,Urban,Y
1383,Male,No,2,Not Graduate,No,459000,400000,100000,5,1,#VALUE!,Y
1384,Female,Yes,2,Graduate,No,560000,500000,500000,9,1,Urban,Y
1385,Male,Yes,2,Not Graduate,No,922000,0,400000,9,0,Rural,Y
1386,Male,No,1,Not Graduate,Yes,697000,400000,200000,6,1,Urban,Y
1387,Female,Yes,3,Not Graduate,No,875000,0,500000,10,1,Urban,Y
1388,Male,No,2,Graduate,No,735000,200000,200000,6,1,Rural,Y
1389,Male,Yes,0,Graduate,Yes,940000,400000,200000,3,1,Rural,Y
1390,Female,Yes,2,Graduate,Yes,635000,300000,600000,5,0,Urban,Y
1391,Female,Yes,3,Graduate,No,711000,100000,200000,3,1,Semi-Rural,Y
1392,Male,No,3,Not Graduate,No,255000,500000,600000,8,1,Rural,Y
1393,Male,No,2,Graduate,No,400000,0,800000,4,1,Urban,N
1394,Female,Yes,3,Not Graduate,No,588000,100000,500000,4,0,#VALUE!,Y
1395,Male,Yes,0,Graduate,No,385000,0,700000,6,1,#VALUE!,Y
1396,Female,Yes,2,Not Graduate,No,346000,200000,300000,5,1,Rural,Y
1397,Female,Yes,1,Not Graduate,No,853000,200000,900000,2,1,Rural,N
1398,Male,Yes,0,Not Graduate,No,830000,100000,600000,3,1,Rural,Y
1399,Male,Yes,0,Not Graduate,No,410000,500000,800000,8,1,Urban,Y
1400,Male,Yes,2,Graduate,No,555000,300000,700000,7,1,Urban,Y
1401,Female,Yes,3,Graduate,No,936000,400000,900000,3,1,Rural,Y
1402,Male,No,2,Graduate,No,436000,0,400000,3,1,Semi-Rural,Y
1403,Female,Yes,1,Graduate,No,693000,300000,600000,2,1,Semi-Rural,N
1404,Female,No,1,Graduate,No,668000,500000,400000,10,1,Urban,Y
